source,search_date,query,raw_count,deduplicated_count,search_url
PubMed,2026-03-27,"(""Tuberculosis, Spinal""[Mesh] OR spinal tubercul*[tiab] OR spine tubercul*[tiab] OR tuberculous spondylitis[tiab] OR tuberculous spondylodiscitis[tiab] OR Pott disease[tiab] OR Potts disease[tiab]) AND (thoracolumbar[tiab] OR thoraco-lumbar[tiab] OR dorsolumbar[tiab] OR thoracolumbar junction[tiab])",321,321,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Tuberculosis%2C+Spinal%22%5BMesh%5D+OR+spinal+tubercul%2A%5Btiab%5D+OR+spine+tubercul%2A%5Btiab%5D+OR+tuberculous+spondylitis%5Btiab%5D+OR+tuberculous+spondylodiscitis%5Btiab%5D+OR+Pott+disease%5Btiab%5D+OR+Potts+disease%5Btiab%5D%29+AND+%28thoracolumbar%5Btiab%5D+OR+thoraco-lumbar%5Btiab%5D+OR+dorsolumbar%5Btiab%5D+OR+thoracolumbar+junction%5Btiab%5D%29&retmode=json&retmax=100000&tool=codex_systematic_review&email=codex-local%40example.com
